proj_code,order_date,order_code,order_code2,cust_code,no_cli,co_obr,de_obr,obra_latitud,obra_longitud,tkt_code,guia,pivot_plant_code,pivot_plant_name,pivot_plant_latitud,pivot_plant_longitud,plant_code,plant_name,plant_latitud,plant_longitud,truck_code,short_prod_descr,delv_qty,descr,to_job_time,on_job_time,begin_unld_time,end_unld_time,to_plant_time,at_plant_time,tiempo_a_obra,tiempo_espera,tiempo_vaciado,tiempo_salida,tiempo_a_planta,order_qty,start_time,frecuencia,prod_code,truck_type,load_num,tamaño_de_carga,sched_num
247713,2021-01-05 00:00:00,14,14,10056,SOLUCIONES HOYOS S.L.N.E,OV31,EDIFICIO PASADIZO GABINO HOZ,-12.146792971023764,-77.00559247460869,2047623,438-2047623,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,612,1350N77B,8.1,Losa,2021-01-05 13:00:00,2021-01-05 13:38:34,2021-01-05 14:21:03,2021-01-05 14:41:04,2021-01-05 14:46:27,2021-01-05 15:26:19,38.6,42.5,20.0,5.4,39.9,8.1,2021-01-05 13:00:00,30,125001,C10,1,10,1
248211,2021-06-20 00:00:00,15,15,22947,FÁBRICA POZA & ASOCIADOS S.A.,OV34,EDIFICIO PASEO DE CUSTODIA AGUADO,-12.201646087252717,-76.85938719050925,2008105,411-2008105,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,754,1175N47B,9.0,Escalera,2021-06-20 16:00:00,2021-06-20 16:26:18,2021-06-20 16:57:59,2021-06-20 17:12:46,2021-06-20 17:16:04,2021-06-20 17:38:48,26.3,31.7,14.8,3.3,22.7,10.4,2021-06-20 16:00:00,20,124850,C10,1,9,1
248211,2021-06-20 00:00:00,15,15,22947,FÁBRICA POZA & ASOCIADOS S.A.,OV34,EDIFICIO PASEO DE CUSTODIA AGUADO,-12.201646087252717,-76.85938719050925,2371371,447-2371371,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,536,1175N47B,1.4,Escalera,2021-06-20 16:20:00,2021-06-20 16:41:08,2021-06-20 18:01:01,2021-06-20 18:06:01,2021-06-20 18:12:03,2021-06-20 18:33:55,21.1,79.9,5.0,6.0,21.9,10.4,2021-06-20 16:00:00,20,124850,C10,2,9,1
246640,2021-01-22 00:00:00,16,16,13089,BANCA PRIVADA OJ S.L.,OW86,EDIFICIO URBANIZACIÓN DE LORETO ARIZA,-12.316019568312122,-76.89145423940896,2671237,407-2671237,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,713,1350N77B,7.0,Losa,2021-01-22 13:00:00,2021-01-22 13:50:11,2021-01-22 14:01:52,2021-01-22 14:14:56,2021-01-22 14:19:48,2021-01-22 15:05:04,50.2,11.7,13.1,4.9,45.3,34.0,2021-01-22 13:00:00,30,125001,C9,1,7,1
246640,2021-01-22 00:00:00,16,16,13089,BANCA PRIVADA OJ S.L.,OW86,EDIFICIO URBANIZACIÓN DE LORETO ARIZA,-12.316019568312122,-76.89145423940896,2723108,427-2723108,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,685,1350N77B,7.0,Losa,2021-01-22 13:30:00,2021-01-22 14:18:32,2021-01-22 16:43:28,2021-01-22 16:54:42,2021-01-22 17:04:14,2021-01-22 17:49:23,48.5,144.9,11.2,9.5,45.2,34.0,2021-01-22 13:00:00,30,125001,C7,2,7,1
246640,2021-01-22 00:00:00,16,16,13089,BANCA PRIVADA OJ S.L.,OW86,EDIFICIO URBANIZACIÓN DE LORETO ARIZA,-12.316019568312122,-76.89145423940896,2325346,414-2325346,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,881,1350N77B,7.0,Losa,2021-01-22 14:00:00,2021-01-22 15:01:43,2021-01-22 15:38:13,2021-01-22 15:54:52,2021-01-22 16:00:35,2021-01-22 16:56:01,61.7,36.5,16.7,5.7,55.4,34.0,2021-01-22 13:00:00,30,125001,C9,3,7,1
246640,2021-01-22 00:00:00,16,16,13089,BANCA PRIVADA OJ S.L.,OW86,EDIFICIO URBANIZACIÓN DE LORETO ARIZA,-12.316019568312122,-76.89145423940896,2949928,422-2949928,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,897,1350N77B,7.0,Losa,2021-01-22 14:30:00,2021-01-22 15:16:23,2021-01-22 15:41:36,2021-01-22 15:57:14,2021-01-22 15:59:16,2021-01-22 16:43:34,46.4,25.2,15.6,2.0,44.3,34.0,2021-01-22 13:00:00,30,125001,C9,4,7,1
246640,2021-01-22 00:00:00,16,16,13089,BANCA PRIVADA OJ S.L.,OW86,EDIFICIO URBANIZACIÓN DE LORETO ARIZA,-12.316019568312122,-76.89145423940896,2206854,448-2206854,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,588,1350N77B,6.0,Losa,2021-01-22 15:00:00,2021-01-22 15:58:13,2021-01-22 18:01:03,2021-01-22 18:18:39,2021-01-22 18:21:46,2021-01-22 19:06:47,58.2,122.8,17.6,3.1,45.0,34.0,2021-01-22 13:00:00,30,125001,C8,5,7,1
240295,2021-03-04 00:00:00,17,17,15703,ACUÑA Y ASOCIADOS S.L.N.E,PU26,EDIFICIO AVENIDA CRISTINA RIBES,-12.014154888520014,-77.06000087606037,2969045,440-2969045,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,789,1210N57B,10.0,Losa,2021-03-04 16:00:00,2021-03-04 16:49:32,2021-03-04 18:03:39,2021-03-04 18:28:28,2021-03-04 18:36:18,2021-03-04 19:22:06,49.5,74.1,24.8,7.8,45.8,34.1,2021-03-04 16:00:00,20,125069,C9,1,10,1
240295,2021-03-04 00:00:00,17,17,15703,ACUÑA Y ASOCIADOS S.L.N.E,PU26,EDIFICIO AVENIDA CRISTINA RIBES,-12.014154888520014,-77.06000087606037,2620148,432-2620148,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,528,1210N57B,10.0,Losa,2021-03-04 16:20:00,2021-03-04 16:55:50,2021-03-04 18:01:48,2021-03-04 18:22:54,2021-03-04 18:29:35,2021-03-04 19:08:57,35.8,66.0,21.1,6.7,39.4,34.1,2021-03-04 16:00:00,20,125069,C9,2,10,1
240295,2021-03-04 00:00:00,17,17,15703,ACUÑA Y ASOCIADOS S.L.N.E,PU26,EDIFICIO AVENIDA CRISTINA RIBES,-12.014154888520014,-77.06000087606037,2675981,429-2675981,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,546,1210N57B,10.0,Losa,2021-03-04 16:40:00,2021-03-04 17:08:35,2021-03-04 18:17:50,2021-03-04 18:33:20,2021-03-04 18:37:39,2021-03-04 19:01:46,28.6,69.3,15.5,4.3,24.1,34.1,2021-03-04 16:00:00,20,125069,C10,3,10,1
240295,2021-03-04 00:00:00,17,17,15703,ACUÑA Y ASOCIADOS S.L.N.E,PU26,EDIFICIO AVENIDA CRISTINA RIBES,-12.014154888520014,-77.06000087606037,2599425,420-2599425,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,833,1210N57B,4.1,Losa,2021-03-04 17:00:00,2021-03-04 17:43:46,2021-03-04 20:06:54,2021-03-04 20:19:42,2021-03-04 20:21:04,2021-03-04 21:11:37,43.8,143.1,12.8,1.4,50.5,34.1,2021-03-04 16:00:00,20,125069,C8,4,10,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2749014,402-2749014,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,543,1210N57B,9.0,Zapata,2021-01-19 08:00:00,2021-01-19 09:11:22,2021-01-19 09:20:39,2021-01-19 09:35:00,2021-01-19 09:44:05,2021-01-19 10:46:19,71.4,9.3,14.3,9.1,62.2,47.1,2021-01-19 08:00:00,20,125069,C8,1,9,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2390963,426-2390963,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,644,1210N57B,9.0,Zapata,2021-01-19 08:20:00,2021-01-19 09:34:17,2021-01-19 10:39:56,2021-01-19 10:58:39,2021-01-19 11:04:21,2021-01-19 12:02:15,74.3,65.7,18.7,5.7,57.9,47.1,2021-01-19 08:00:00,20,125069,C10,2,9,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2345705,418-2345705,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,548,1210N57B,9.0,Zapata,2021-01-19 08:40:00,2021-01-19 10:10:05,2021-01-19 11:51:55,2021-01-19 12:05:36,2021-01-19 12:12:16,2021-01-19 13:30:24,90.1,101.8,13.7,6.7,78.1,47.1,2021-01-19 08:00:00,20,125069,C10,3,9,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2085461,422-2085461,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,798,1210N57B,9.0,Zapata,2021-01-19 09:00:00,2021-01-19 10:14:24,2021-01-19 12:22:08,2021-01-19 12:47:41,2021-01-19 12:54:06,2021-01-19 13:51:47,74.4,127.7,25.5,6.4,57.7,47.1,2021-01-19 08:00:00,20,125069,C8,4,9,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2088834,441-2088834,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,658,1210N57B,9.0,Zapata,2021-01-19 09:20:00,2021-01-19 10:36:09,2021-01-19 12:14:34,2021-01-19 12:36:10,2021-01-19 12:38:20,2021-01-19 13:58:38,76.2,98.4,21.6,2.2,80.3,47.1,2021-01-19 08:00:00,20,125069,C10,5,9,1
241436,2021-01-19 00:00:00,18,18,15004,RESTAURACIÓN IBERIA S.L.,PL46,EDIFICIO RONDA LUIS ÁNGEL ELÍAS,-12.271126583821383,-76.89987651360805,2718709,441-2718709,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,769,1210N57B,2.1,Zapata,2021-01-19 09:40:00,2021-01-19 11:10:36,2021-01-19 13:12:34,2021-01-19 13:20:29,2021-01-19 13:28:57,2021-01-19 15:05:50,90.6,122.0,7.9,8.5,96.9,47.1,2021-01-19 08:00:00,20,125069,C7,6,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2201332,409-2201332,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,615,1210N57B,9.0,Zapata,2021-02-10 07:00:00,2021-02-10 07:12:15,2021-02-10 07:58:35,2021-02-10 08:23:57,2021-02-10 08:28:01,2021-02-10 08:41:18,12.3,46.3,25.4,4.1,13.3,46.0,2021-02-10 07:00:00,60,125069,C8,1,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2926607,442-2926607,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,769,1210N57B,9.0,Zapata,2021-02-10 08:00:00,2021-02-10 08:14:01,2021-02-10 10:20:41,2021-02-10 10:35:00,2021-02-10 10:42:56,2021-02-10 10:58:37,14.0,126.7,14.3,7.9,15.7,46.0,2021-02-10 07:00:00,60,125069,C7,2,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2871728,446-2871728,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,854,1210N57B,9.0,Zapata,2021-02-10 09:00:00,2021-02-10 09:21:49,2021-02-10 11:16:45,2021-02-10 11:31:28,2021-02-10 11:35:51,2021-02-10 11:52:54,21.8,114.9,14.7,4.4,17.0,46.0,2021-02-10 07:00:00,60,125069,C8,3,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2298768,414-2298768,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,885,1210N57B,9.0,Zapata,2021-02-10 10:00:00,2021-02-10 10:24:50,2021-02-10 11:26:28,2021-02-10 11:48:15,2021-02-10 11:51:24,2021-02-10 12:14:18,24.8,61.6,21.8,3.1,22.9,46.0,2021-02-10 07:00:00,60,125069,C10,4,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2385709,429-2385709,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,847,1210N57B,9.0,Zapata,2021-02-10 11:00:00,2021-02-10 11:27:44,2021-02-10 12:14:09,2021-02-10 12:37:40,2021-02-10 12:42:53,2021-02-10 13:13:53,27.7,46.4,23.5,5.2,31.0,46.0,2021-02-10 07:00:00,60,125069,C10,5,9,1
248128,2021-02-10 00:00:00,19,19,15924,ALBA Y RIBA S.L.,PL87,EDIFICIO CALLE DE ALEX TAMAYO,-12.244685172596528,-77.04713591366202,2209398,416-2209398,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,809,1210N57B,1.0,Zapata,2021-02-10 12:00:00,2021-02-10 12:34:47,2021-02-10 14:31:30,2021-02-10 14:36:30,2021-02-10 14:41:17,2021-02-10 15:08:27,34.8,116.7,5.0,4.8,27.2,46.0,2021-02-10 07:00:00,60,125069,C8,6,9,1
234286,2021-06-14 00:00:00,20,20,15583,PALMER Y APARICIO S.L.L.,OV66,EDIFICIO VIA RUPERTA RIBERA,-12.074159789436804,-77.0216939243058,2298910,417-2298910,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,542,1210N67B,8.0,Losa,2021-06-14 12:00:00,2021-06-14 12:33:39,2021-06-14 13:56:49,2021-06-14 14:09:09,2021-06-14 14:17:46,2021-06-14 14:55:39,33.7,83.2,12.3,8.6,37.9,30.9,2021-06-14 12:00:00,20,124993,C8,1,8,1
234286,2021-06-14 00:00:00,20,20,15583,PALMER Y APARICIO S.L.L.,OV66,EDIFICIO VIA RUPERTA RIBERA,-12.074159789436804,-77.0216939243058,2856375,401-2856375,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,730,1210N67B,8.0,Losa,2021-06-14 12:20:00,2021-06-14 12:40:54,2021-06-14 13:57:54,2021-06-14 14:19:42,2021-06-14 14:21:32,2021-06-14 14:45:41,20.9,77.0,21.8,1.8,24.2,30.9,2021-06-14 12:00:00,20,124993,C9,2,8,1
234286,2021-06-14 00:00:00,20,20,15583,PALMER Y APARICIO S.L.L.,OV66,EDIFICIO VIA RUPERTA RIBERA,-12.074159789436804,-77.0216939243058,2235445,406-2235445,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,514,1210N67B,8.0,Losa,2021-06-14 12:40:00,2021-06-14 12:59:52,2021-06-14 13:59:20,2021-06-14 14:15:12,2021-06-14 14:19:40,2021-06-14 14:34:24,19.9,59.5,15.9,4.5,14.7,30.9,2021-06-14 12:00:00,20,124993,C9,3,8,1
234286,2021-06-14 00:00:00,20,20,15583,PALMER Y APARICIO S.L.L.,OV66,EDIFICIO VIA RUPERTA RIBERA,-12.074159789436804,-77.0216939243058,2870068,448-2870068,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,741,1210N67B,6.9,Losa,2021-06-14 13:00:00,2021-06-14 13:32:36,2021-06-14 15:10:05,2021-06-14 15:29:11,2021-06-14 15:31:25,2021-06-14 15:58:55,32.6,97.5,19.1,2.2,27.5,30.9,2021-06-14 12:00:00,20,124993,C8,4,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2762560,407-2762560,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,811,1350N77B,8.0,Zapata,2021-04-03 09:00:00,2021-04-03 09:10:13,2021-04-03 09:22:06,2021-04-03 09:36:26,2021-04-03 09:44:57,2021-04-03 09:54:57,10.2,11.9,14.3,8.5,10.0,44.3,2021-04-03 09:00:00,30,125001,C10,1,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2653064,407-2653064,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,734,1350N77B,8.0,Zapata,2021-04-03 09:30:00,2021-04-03 10:03:21,2021-04-03 10:38:59,2021-04-03 10:51:34,2021-04-03 10:54:43,2021-04-03 11:28:43,33.4,35.6,12.6,3.1,34.0,44.3,2021-04-03 09:00:00,30,125001,C7,2,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2753448,427-2753448,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,573,1350N77B,8.0,Zapata,2021-04-03 10:00:00,2021-04-03 10:35:10,2021-04-03 11:50:08,2021-04-03 12:08:06,2021-04-03 12:14:47,2021-04-03 12:49:31,35.2,75.0,18.0,6.7,34.7,44.3,2021-04-03 09:00:00,30,125001,C9,3,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2548913,433-2548913,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,684,1350N77B,8.0,Zapata,2021-04-03 10:30:00,2021-04-03 10:40:06,2021-04-03 11:33:02,2021-04-03 11:51:27,2021-04-03 11:54:08,2021-04-03 12:04:36,10.1,52.9,18.4,2.7,10.5,44.3,2021-04-03 09:00:00,30,125001,C7,4,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2045649,423-2045649,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,825,1350N77B,8.0,Zapata,2021-04-03 11:00:00,2021-04-03 11:26:23,2021-04-03 13:24:21,2021-04-03 13:41:57,2021-04-03 13:43:08,2021-04-03 14:13:07,26.4,118.0,17.6,1.2,30.0,44.3,2021-04-03 09:00:00,30,125001,C10,5,8,1
231307,2021-04-03 00:00:00,21,21,13883,MOLINER & ASOCIADOS S.L.N.E,OV95,EDIFICIO ACCESO VALERO VILLALONGA,-12.298603189164107,-76.91596512743857,2658775,408-2658775,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,553,1350N77B,4.3,Zapata,2021-04-03 11:30:00,2021-04-03 11:47:40,2021-04-03 11:50:06,2021-04-03 12:03:57,2021-04-03 12:08:04,2021-04-03 12:26:55,17.7,2.4,13.9,4.1,18.9,44.3,2021-04-03 09:00:00,30,125001,C9,6,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2501776,408-2501776,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,823,1210N67B,8.0,Muro/Placa,2021-06-22 14:00:00,2021-06-22 14:57:10,2021-06-22 16:33:35,2021-06-22 16:55:23,2021-06-22 17:02:33,2021-06-22 18:10:37,57.2,96.4,21.8,7.2,68.1,42.3,2021-06-22 14:00:00,30,124993,C8,1,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2209159,419-2209159,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,521,1210N67B,8.0,Muro/Placa,2021-06-22 14:30:00,2021-06-22 15:18:55,2021-06-22 17:15:20,2021-06-22 17:32:17,2021-06-22 17:35:56,2021-06-22 18:11:14,48.9,116.4,16.9,3.6,35.3,42.3,2021-06-22 14:00:00,30,124993,C9,2,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2200386,449-2200386,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,646,1210N67B,8.0,Muro/Placa,2021-06-22 15:00:00,2021-06-22 16:02:29,2021-06-22 18:30:51,2021-06-22 18:48:54,2021-06-22 18:52:11,2021-06-22 19:59:28,62.5,148.4,18.1,3.3,67.3,42.3,2021-06-22 14:00:00,30,124993,C9,3,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2419453,424-2419453,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,880,1210N67B,8.0,Muro/Placa,2021-06-22 15:30:00,2021-06-22 16:18:27,2021-06-22 17:56:49,2021-06-22 18:11:22,2021-06-22 18:19:33,2021-06-22 19:04:04,48.5,98.4,14.6,8.2,44.5,42.3,2021-06-22 14:00:00,30,124993,C10,4,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2279676,405-2279676,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,542,1210N67B,8.0,Muro/Placa,2021-06-22 16:00:00,2021-06-22 16:57:11,2021-06-22 17:25:13,2021-06-22 17:45:12,2021-06-22 17:49:31,2021-06-22 18:52:21,57.2,28.0,20.0,4.3,62.8,42.3,2021-06-22 14:00:00,30,124993,C10,5,8,1
243491,2021-06-22 00:00:00,22,22,15131,GÓMEZ Y ROCHA S.L.N.E,PL30,EDIFICIO ALAMEDA DE OCTAVIO CID,-11.956312745432264,-77.11757131207912,2343848,419-2343848,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,838,1210N67B,2.3,Muro/Placa,2021-06-22 16:30:00,2021-06-22 17:29:56,2021-06-22 19:59:12,2021-06-22 20:04:12,2021-06-22 20:07:51,2021-06-22 20:52:53,59.9,149.3,5.0,3.6,45.0,42.3,2021-06-22 14:00:00,30,124993,C9,6,8,1
236328,2021-04-14 00:00:00,23,23,17756,MINERÍA IBÉRICA S.A.,PL18,EDIFICIO CALLEJÓN LIGIA PALOMARES,-11.86655544797582,-77.06626250218343,2369685,417-2369685,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,814,1175N47B,7.0,Muro/Placa,2021-04-14 11:00:00,2021-04-14 12:37:46,2021-04-14 14:21:14,2021-04-14 14:34:48,2021-04-14 14:36:11,2021-04-14 16:27:10,97.8,103.5,13.6,1.4,111.0,12.8,2021-04-14 11:00:00,45,124850,C10,1,7,1
236328,2021-04-14 00:00:00,23,23,17756,MINERÍA IBÉRICA S.A.,PL18,EDIFICIO CALLEJÓN LIGIA PALOMARES,-11.86655544797582,-77.06626250218343,2538009,401-2538009,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,883,1175N47B,5.8,Muro/Placa,2021-04-14 11:45:00,2021-04-14 13:29:10,2021-04-14 15:27:53,2021-04-14 15:35:14,2021-04-14 15:42:17,2021-04-14 17:16:22,104.2,118.7,7.3,7.0,94.1,12.8,2021-04-14 11:00:00,45,124850,C8,2,7,1
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2594799,443-2594799,SJ3,Planta San Juan 3,-12.146795,-76.980005,VSM,Planta Villa El Salvador,-12.210833,-76.941111,516,1175N47B,7.0,Viga,2021-03-31 07:00:00,2021-03-31 08:32:15,2021-03-31 08:42:20,2021-03-31 09:01:27,2021-03-31 09:05:45,2021-03-31 10:28:00,92.3,10.1,19.1,4.3,82.2,37.8,2021-03-31 07:00:00,45,124850,C8,1,7,1
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2417368,415-2417368,SJ3,Planta San Juan 3,-12.146795,-76.980005,VSM,Planta Villa El Salvador,-12.210833,-76.941111,660,1175N47B,7.0,Viga,2021-03-31 07:45:00,2021-03-31 09:44:40,2021-03-31 10:40:28,2021-03-31 10:59:24,2021-03-31 11:05:33,2021-03-31 13:01:01,119.7,55.8,18.9,6.2,115.5,37.8,2021-03-31 07:00:00,45,124850,C9,2,7,1
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2812609,413-2812609,SJ3,Planta San Juan 3,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,633,1175N47B,7.0,Viga,2021-03-31 08:30:00,2021-03-31 09:42:04,2021-03-31 10:09:58,2021-03-31 10:25:42,2021-03-31 10:34:55,2021-03-31 11:29:37,72.1,27.9,15.7,9.2,54.7,37.8,2021-03-31 07:00:00,45,124850,C10,3,7,1
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2474001,405-2474001,SJ3,Planta San Juan 3,-12.146795,-76.980005,CAL,Planta Callao,-12.066667,-77.15,588,1175N47B,7.0,Viga,2021-03-31 09:15:00,2021-03-31 10:07:04,2021-03-31 12:24:33,2021-03-31 12:39:56,2021-03-31 12:42:02,2021-03-31 13:40:42,52.1,137.5,15.4,2.1,58.7,37.8,2021-03-31 07:00:00,45,124850,C10,4,7,1
